entry1	entry2	types	value	name
up:A0A384MTT2	up:V9HWB8	ECrel	cpd:C00074-96	compound
up:Q6ZMR3	path:hsa00640	maplink	cpd:C00186-99	compound
up:P00338	path:hsa00640	maplink	cpd:C00186-99	compound
up:V9HWB9	path:hsa00640	maplink	cpd:C00186-99	compound
up:P07195	path:hsa00640	maplink	cpd:C00186-99	compound
up:Q5U077	path:hsa00640	maplink	cpd:C00186-99	compound
up:P07864	path:hsa00640	maplink	cpd:C00186-99	compound
up:A0A140VKA7	path:hsa00640	maplink	cpd:C00186-99	compound
up:Q9BYZ2	path:hsa00640	maplink	cpd:C00186-99	compound
up:A0A140VJM9	path:hsa00640	maplink	cpd:C00186-99	compound
path:hsa00020	up:P35558	maplink	cpd:C00036-118	compound
path:hsa00020	up:Q16822	maplink	cpd:C00036-118	compound
path:hsa00020	up:A0A384MTT2	maplink	cpd:C00036-118	compound
up:Q8N0Y7	path:hsa00030	maplink	cpd:C00631-89	compound
up:P18669	path:hsa00030	maplink	cpd:C00631-89	compound
up:Q6FHU2	path:hsa00030	maplink	cpd:C00631-89	compound
up:P15259	path:hsa00030	maplink	cpd:C00631-89	compound
up:P07738	path:hsa00030	maplink	cpd:C00631-89	compound
up:A0A024R782	path:hsa00030	maplink	cpd:C00631-89	compound
up:P06733	path:hsa00030	maplink	cpd:C00631-89	compound
up:A0A024R4F1	path:hsa00030	maplink	cpd:C00631-89	compound
up:P09104	path:hsa00030	maplink	cpd:C00631-89	compound
up:Q6FHV6	path:hsa00030	maplink	cpd:C00631-89	compound
up:P13929	path:hsa00030	maplink	cpd:C00631-89	compound
up:A6NNW6	path:hsa00030	maplink	cpd:C00631-89	compound
up:P08559	path:hsa00030	maplink	cpd:C00022-102	compound
up:P29803	path:hsa00030	maplink	cpd:C00022-102	compound
up:P11177	path:hsa00030	maplink	cpd:C00022-102	compound
up:A0A384MDR8	path:hsa00030	maplink	cpd:C00022-102	compound
up:Q6ZMR3	path:hsa00030	maplink	cpd:C00022-102	compound
up:P00338	path:hsa00030	maplink	cpd:C00022-102	compound
up:V9HWB9	path:hsa00030	maplink	cpd:C00022-102	compound
up:P07195	path:hsa00030	maplink	cpd:C00022-102	compound
up:Q5U077	path:hsa00030	maplink	cpd:C00022-102	compound
up:P07864	path:hsa00030	maplink	cpd:C00022-102	compound
up:A0A140VKA7	path:hsa00030	maplink	cpd:C00022-102	compound
up:Q9BYZ2	path:hsa00030	maplink	cpd:C00022-102	compound
up:A0A140VJM9	path:hsa00030	maplink	cpd:C00022-102	compound
up:P30613	path:hsa00030	maplink	cpd:C00022-102	compound
up:P14618	path:hsa00030	maplink	cpd:C00022-102	compound
up:V9HWB8	path:hsa00030	maplink	cpd:C00022-102	compound
up:P60174	up:P04406	ECrel	cpd:C00118-139	compound
up:P60174	up:V9HVZ4	ECrel	cpd:C00118-139	compound
up:V9HWK1	up:P04406	ECrel	cpd:C00118-139	compound
up:V9HWK1	up:V9HVZ4	ECrel	cpd:C00118-139	compound
up:Q53HE2	up:P04406	ECrel	cpd:C00118-139	compound
up:Q53HE2	up:V9HVZ4	ECrel	cpd:C00118-139	compound
up:P60174	up:O14556	ECrel	cpd:C00118-139	compound
up:P60174	up:A0A0K0K1K1	ECrel	cpd:C00118-139	compound
up:V9HWK1	up:O14556	ECrel	cpd:C00118-139	compound
up:V9HWK1	up:A0A0K0K1K1	ECrel	cpd:C00118-139	compound
up:Q53HE2	up:O14556	ECrel	cpd:C00118-139	compound
up:Q53HE2	up:A0A0K0K1K1	ECrel	cpd:C00118-139	compound
up:P04075	up:P60174	ECrel	cpd:C00118-139	compound
up:P04075	up:V9HWK1	ECrel	cpd:C00118-139	compound
up:P04075	up:Q53HE2	ECrel	cpd:C00118-139	compound
up:V9HWN7	up:P60174	ECrel	cpd:C00118-139	compound
up:V9HWN7	up:V9HWK1	ECrel	cpd:C00118-139	compound
up:V9HWN7	up:Q53HE2	ECrel	cpd:C00118-139	compound
up:P05062	up:P60174	ECrel	cpd:C00118-139	compound
up:P05062	up:V9HWK1	ECrel	cpd:C00118-139	compound
up:P05062	up:Q53HE2	ECrel	cpd:C00118-139	compound
up:P09972	up:P60174	ECrel	cpd:C00118-139	compound
up:P09972	up:V9HWK1	ECrel	cpd:C00118-139	compound
up:P09972	up:Q53HE2	ECrel	cpd:C00118-139	compound
up:A0A024QZ64	up:P60174	ECrel	cpd:C00118-139	compound
up:A0A024QZ64	up:V9HWK1	ECrel	cpd:C00118-139	compound
up:A0A024QZ64	up:Q53HE2	ECrel	cpd:C00118-139	compound
up:P04075	up:P04406	ECrel	cpd:C00118-139	compound
up:P04075	up:V9HVZ4	ECrel	cpd:C00118-139	compound
up:V9HWN7	up:P04406	ECrel	cpd:C00118-139	compound
up:V9HWN7	up:V9HVZ4	ECrel	cpd:C00118-139	compound
up:P04075	up:O14556	ECrel	cpd:C00118-139	compound
up:P04075	up:A0A0K0K1K1	ECrel	cpd:C00118-139	compound
up:V9HWN7	up:O14556	ECrel	cpd:C00118-139	compound
up:V9HWN7	up:A0A0K0K1K1	ECrel	cpd:C00118-139	compound
up:P05062	up:P04406	ECrel	cpd:C00118-139	compound
up:P05062	up:V9HVZ4	ECrel	cpd:C00118-139	compound
up:P05062	up:O14556	ECrel	cpd:C00118-139	compound
up:P05062	up:A0A0K0K1K1	ECrel	cpd:C00118-139	compound
up:P09972	up:P04406	ECrel	cpd:C00118-139	compound
up:P09972	up:V9HVZ4	ECrel	cpd:C00118-139	compound
up:A0A024QZ64	up:P04406	ECrel	cpd:C00118-139	compound
up:A0A024QZ64	up:V9HVZ4	ECrel	cpd:C00118-139	compound
up:P09972	up:O14556	ECrel	cpd:C00118-139	compound
up:P09972	up:A0A0K0K1K1	ECrel	cpd:C00118-139	compound
up:A0A024QZ64	up:O14556	ECrel	cpd:C00118-139	compound
up:A0A024QZ64	up:A0A0K0K1K1	ECrel	cpd:C00118-139	compound
up:P04075	path:hsa00030	maplink	cpd:C00118-139	compound
up:V9HWN7	path:hsa00030	maplink	cpd:C00118-139	compound
up:P05062	path:hsa00030	maplink	cpd:C00118-139	compound
up:P09972	path:hsa00030	maplink	cpd:C00118-139	compound
up:A0A024QZ64	path:hsa00030	maplink	cpd:C00118-139	compound
path:hsa00030	up:P04406	maplink	cpd:C00118-139	compound
path:hsa00030	up:V9HVZ4	maplink	cpd:C00118-139	compound
path:hsa00030	up:O14556	maplink	cpd:C00118-139	compound
path:hsa00030	up:A0A0K0K1K1	maplink	cpd:C00118-139	compound
path:hsa00030	up:P60174	maplink	cpd:C00118-139	compound
path:hsa00030	up:V9HWK1	maplink	cpd:C00118-139	compound
path:hsa00030	up:Q53HE2	maplink	cpd:C00118-139	compound
up:P07738	up:P07738	ECrel	cpd:C01159-134	compound
up:P07738	up:A0A024R782	ECrel	cpd:C01159-134	compound
up:A0A024R782	up:P07738	ECrel	cpd:C01159-134	compound
up:A0A024R782	up:A0A024R782	ECrel	cpd:C01159-134	compound
up:Q9NR19	up:P05091	ECrel	cpd:C00033-45	compound
up:Q9NR19	up:A0A384NPN7	ECrel	cpd:C00033-45	compound
up:Q6DKJ3	up:P05091	ECrel	cpd:C00033-45	compound
up:Q6DKJ3	up:A0A384NPN7	ECrel	cpd:C00033-45	compound
up:Q9NR19	up:P30837	ECrel	cpd:C00033-45	compound
up:Q9NR19	up:A0A384MTJ7	ECrel	cpd:C00033-45	compound
up:Q6DKJ3	up:P30837	ECrel	cpd:C00033-45	compound
up:Q6DKJ3	up:A0A384MTJ7	ECrel	cpd:C00033-45	compound
up:Q9NR19	up:P49189	ECrel	cpd:C00033-45	compound
up:Q6DKJ3	up:P49189	ECrel	cpd:C00033-45	compound
up:Q9NR19	up:P51648	ECrel	cpd:C00033-45	compound
up:Q6DKJ3	up:P51648	ECrel	cpd:C00033-45	compound
up:Q9NR19	up:P49419	ECrel	cpd:C00033-45	compound
up:Q6DKJ3	up:P49419	ECrel	cpd:C00033-45	compound
up:Q9NUB1	up:P05091	ECrel	cpd:C00033-45	compound
up:Q9NUB1	up:A0A384NPN7	ECrel	cpd:C00033-45	compound
up:Q9NUB1	up:P30837	ECrel	cpd:C00033-45	compound
up:Q9NUB1	up:A0A384MTJ7	ECrel	cpd:C00033-45	compound
up:Q9NUB1	up:P49189	ECrel	cpd:C00033-45	compound
up:Q9NUB1	up:P51648	ECrel	cpd:C00033-45	compound
up:Q9NUB1	up:P49419	ECrel	cpd:C00033-45	compound
up:Q9NR19	up:P30838	ECrel	cpd:C00033-45	compound
up:Q9NR19	up:Q6PKA6	ECrel	cpd:C00033-45	compound
up:Q6DKJ3	up:P30838	ECrel	cpd:C00033-45	compound
up:Q6DKJ3	up:Q6PKA6	ECrel	cpd:C00033-45	compound
up:Q9NR19	up:P43353	ECrel	cpd:C00033-45	compound
up:Q6DKJ3	up:P43353	ECrel	cpd:C00033-45	compound
up:Q9NUB1	up:P30838	ECrel	cpd:C00033-45	compound
up:Q9NUB1	up:Q6PKA6	ECrel	cpd:C00033-45	compound
up:Q9NUB1	up:P43353	ECrel	cpd:C00033-45	compound
up:Q9NR19	up:P10515	ECrel	cpd:C00024-104	compound
up:Q9NR19	up:Q86YI5	ECrel	cpd:C00024-104	compound
up:Q6DKJ3	up:P10515	ECrel	cpd:C00024-104	compound
up:Q6DKJ3	up:Q86YI5	ECrel	cpd:C00024-104	compound
up:Q9NUB1	up:P10515	ECrel	cpd:C00024-104	compound
up:Q9NUB1	up:Q86YI5	ECrel	cpd:C00024-104	compound
up:Q9NR19	path:hsa00020	maplink	cpd:C00024-104	compound
up:Q6DKJ3	path:hsa00020	maplink	cpd:C00024-104	compound
up:Q9NUB1	path:hsa00020	maplink	cpd:C00024-104	compound
up:Q9BRR6	up:P06744	ECrel	cpd:C01172-93	compound
up:Q96C23	up:Q9BRR6	ECrel	cpd:C00267-90	compound
up:A0A384MDW6	up:Q9BRR6	ECrel	cpd:C00267-90	compound
up:Q96C23	up:Q9BRR6	ECrel	cpd:C00221-91	compound
up:A0A384MDW6	up:Q9BRR6	ECrel	cpd:C00221-91	compound
up:Q9BRR6	up:P06744	ECrel	cpd:C00668-94	compound
up:Q9BRR6	up:P06744	ECrel	cpd:C00668-94	compound
up:Q9BRR6	path:hsa00030	maplink	cpd:C00668-94	compound
up:Q9BRR6	up:P36871	ECrel	cpd:C00668-94	compound
up:Q9BRR6	up:Q96G03	ECrel	cpd:C00668-94	compound
up:P07738	up:Q9UNW1	ECrel	cpd:C01159-134	compound
up:A0A024R782	up:Q9UNW1	ECrel	cpd:C01159-134	compound
up:P07738	up:Q9UNW1	ECrel	cpd:C01159-134	compound
up:A0A024R782	up:Q9UNW1	ECrel	cpd:C01159-134	compound
up:Q8N0Y7	up:Q9UNW1	ECrel	cpd:C00631-89	compound
up:P18669	up:Q9UNW1	ECrel	cpd:C00631-89	compound
up:Q6FHU2	up:Q9UNW1	ECrel	cpd:C00631-89	compound
up:P15259	up:Q9UNW1	ECrel	cpd:C00631-89	compound
up:P07738	up:Q9UNW1	ECrel	cpd:C00631-89	compound
up:A0A024R782	up:Q9UNW1	ECrel	cpd:C00631-89	compound
up:Q9UNW1	up:P06733	ECrel	cpd:C00631-89	compound
up:Q9UNW1	up:A0A024R4F1	ECrel	cpd:C00631-89	compound
up:Q9UNW1	up:P09104	ECrel	cpd:C00631-89	compound
up:Q9UNW1	up:Q6FHV6	ECrel	cpd:C00631-89	compound
up:Q9UNW1	up:P13929	ECrel	cpd:C00631-89	compound
up:Q9UNW1	up:A6NNW6	ECrel	cpd:C00631-89	compound
up:Q9UNW1	path:hsa00030	maplink	cpd:C00631-89	compound
up:P00558	path:map00710	maplink	cpd:C00197-97	compound
up:V9HWF4	path:map00710	maplink	cpd:C00197-97	compound
up:P07205	path:map00710	maplink	cpd:C00197-97	compound
up:A0A140VJR3	path:map00710	maplink	cpd:C00197-97	compound
up:P07738	path:map00710	maplink	cpd:C00197-97	compound
up:A0A024R782	path:map00710	maplink	cpd:C00197-97	compound
up:Q8N0Y7	path:map00710	maplink	cpd:C00197-97	compound
up:P18669	path:map00710	maplink	cpd:C00197-97	compound
up:Q6FHU2	path:map00710	maplink	cpd:C00197-97	compound
up:P15259	path:map00710	maplink	cpd:C00197-97	compound
up:P07738	path:map00710	maplink	cpd:C00197-97	compound
up:A0A024R782	path:map00710	maplink	cpd:C00197-97	compound
